0,1,Time
-0.02935941887,16.966,0
-0.04294977842,14.93,0.001
-0.03977867235,12.195,0.002
-0.01950346204,8.992,0.003
0.01380727389,5.553,0.004
0.05829678917,2.1,0.005
0.108230309,-1.155,0.006
0.1505778713,-4.03,0.007
0.1687771408,-6.397,0.008
0.161303552,-8.212,0.009
0.1401102215,-9.513,0.01
0.1132020177,-10.383,0.011
0.08027950162,-10.902,0.012
0.03041912441,-11.105,0.013
-0.03017488063,-10.981,0.014
-0.08866818403,-10.495,0.015
-0.1380479477,-9.626,0.016
-0.1676382332,-8.393,0.017
-0.1674097077,-6.865,0.018
-0.1385260712,-5.126,0.019
-0.09501748131,-3.241,0.02
-0.05724826066,-1.245,0.021
-0.0398925439,0.845,0.022
-0.03846351705,2.983,0.023
-0.02943643718,5.068,0.024
0.01045683805,6.946,0.025
0.06037757031,8.446,0.026
0.09158361114,9.416,0.027
0.1103863281,9.76,0.028
0.1226998151,9.425,0.029
0.1124933967,8.391,0.03
0.064526734,6.663,0.031
-0.01894161812,4.279,0.032
-0.1035931674,1.34,0.033
-0.1400382768,-1.982,0.034
-0.1188277271,-5.442,0.035
-0.06503399301,-8.751,0.036
0.01581954261,-11.622,0.037
0.1184211461,-13.809,0.038
0.204983748,-15.141,0.039
0.249919983,-15.532,0.04
0.2579399231,-14.987,0.041
0.2244953012,-13.591,0.042
0.1427199844,-11.487,0.043
0.02990835643,-8.854,0.044
-0.07348986147,-5.891,0.045
-0.1387955108,-2.807,0.046
-0.1610134772,0.191,0.047
-0.1494505402,2.9,0.048
-0.1229039955,5.121,0.049
-0.1021815128,6.668,0.05
-0.102198587,7.384,0.051
-0.1134234176,7.184,0.052
-0.1032360141,6.084,0.053
-0.05867394017,4.203,0.054
-0.02019460383,1.732,0.055
-0.02415381596,-1.112,0.056
-0.05392871814,-4.144,0.057
-0.06459682121,-7.237,0.058
-0.04321428342,-10.331,0.059
-0.01008026134,-13.394,0.06
0.02725241626,-16.366,0.061
0.06906529616,-19.103,0.062
0.0951330456,-21.39,0.063
0.08350176607,-23.007,0.064
0.04255491876,-23.809,0.065
0.004157780248,-23.759,0.066
-0.01280268428,-22.92,0.067
-0.01090491371,-21.434,0.068
0.0005771565323,-19.496,0.069
0.01750803765,-17.322,0.07
0.02233788812,-15.113,0.071
-0.0005304621005,-13.008,0.072
-0.02685811,-11.052,0.073
-0.04139155716,-9.185,0.074
-0.05733875253,-7.271,0.075
-0.0835659643,-5.145,0.076
-0.110922955,-2.673,0.077
-0.1121801561,0.208,0.078
-0.07313104341,3.484,0.079
-0.01039481984,7.07,0.08
0.05307721434,10.813,0.081
0.1051518695,14.492,0.082
0.1345271605,17.827,0.083
0.1363844977,20.518,0.084
0.1236904155,22.316,0.085
0.1112471192,23.089,0.086
